Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
27-Mar-25,1595.6,1620,1586.4,1603.55,1601.065904,158837,7952,254308505,81827,51.52,33.6,7.95
26-Mar-25,1630,1637.8,1595,1598.15,1614.187209,134262,8644,216724003,56415,42.02,42.8,-31.85
25-Mar-25,1603,1635.9,1603,1631.7,1626.587442,232600,10509,378344239,67992,29.23,32.9,28.7
24-Mar-25,1598.3,1606.55,1572.55,1592.2,1587.758251,274520,16450,435871395,113010,41.17,34,-6.1
21-Mar-25,1580,1603.55,1564.15,1592.6,1590.540063,91843,6399,146079971,31438,34.23,39.4,12.6
20-Mar-25,1592.95,1631,1592.95,1614.15,1616.45996,155196,9060,250868120,71516,46.08,38.05,21.2
19-Mar-25,1608.75,1608.75,1572.6,1586.55,1582.489009,108452,6426,171624098,40850,37.67,36.15,-22.2
18-Mar-25,1596.3,1612.7,1582.05,1608.8,1601.157175,137751,11471,220561002,66390,48.2,30.65,12.5
17-Mar-25,1555,1594,1551,1590.55,1582.409478,65835,5581,104177928,26525,40.29,43,35.55
13-Mar-25,1597.5,1606.6,1571,1579.25,1585.687728,99375,5366,157577718,29302,29.49,35.6,-18.25
12-Mar-25,1639.65,1639.65,1564.15,1589.6,1587.113171,186559,10570,296090246,64299,34.47,75.5,-50.05
11-Mar-25,1682.95,1682.95,1637.05,1660.6,1655.208327,184062,13785,304660955,89984,48.89,45.9,-22.35
10-Mar-25,1689.95,1718.8,1676.8,1702.75,1703.070029,81295,6063,138451078,28122,34.59,42,12.8
07-Mar-25,1704.95,1704.95,1675.8,1685.75,1686.697964,66194,3915,111649285,24537,37.07,29.15,-19.2
06-Mar-25,1718.65,1721.15,1691,1713.2,1705.151142,92840,8890,158306232,41774,45,30.15,-5.45
05-Mar-25,1690.05,1732.3,1690.05,1710.8,1716.04063,126336,7014,216797709,71889,56.9,42.25,20.75
04-Mar-25,1699.95,1699.95,1670,1689.7,1683.89963,124480,6967,209611826,57154,45.91,29.95,-10.25
03-Mar-25,1688.4,1728.45,1688.4,1708.1,1710.822603,695948,13320,1190643569,594739,85.46,40.05,19.7
28-Feb-25,1754.1,1754.45,1682.8,1688.05,1701.889072,113082,7785,192453020,45606,40.33,71.65,-66.05
27-Feb-25,1758.2,1775.9,1751.15,1764.2,1764.73951,80318,5372,141740348,41112,51.19,24.75,6
25-Feb-25,1751.5,1778.45,1749.15,1768.2,1767.620599,299475,13863,529358179,91236,30.47,29.3,16.7
24-Feb-25,1809.8,1809.8,1750,1764.15,1772.19284,200716,16094,355707458,102116,50.88,59.8,-45.65
21-Feb-25,1828.75,1828.75,1806.5,1815.15,1809.344395,900230,2860,1628826105,854920,94.97,22.25,-13.6
20-Feb-25,1800.3,1830.5,1800.3,1823.45,1822.302152,118255,5483,215496341,82963,70.16,30.2,23.15
19-Feb-25,1845.95,1848.9,1807,1810.8,1827.365477,76054,4479,138978454,47179,62.03,41.9,-35.15
18-Feb-25,1840.6,1861,1838,1851.5,1846.790422,169092,6784,312277486,106120,62.76,23,10.9
17-Feb-25,1848,1850.05,1823,1842.6,1838.032018,106879,2962,196447024,68463,64.06,27.05,-5.4
14-Feb-25,1852.5,1859,1828.05,1856.3,1842.167336,132900,7462,244824039,76707,57.72,30.95,3.8
13-Feb-25,1865.5,1873.5,1835.15,1843.25,1852.997183,149469,5998,276965636,87629,58.63,38.35,-22.25
12-Feb-25,1876.85,1894.5,1846.25,1863.75,1866.36615,649652,9950,1212488502,563722,86.77,48.25,-13.1
11-Feb-25,1879.3,1902.55,1869.7,1876.8,1879.355282,694809,8410,1305792964,560879,80.72,32.85,-2.5
10-Feb-25,1908.5,1908.5,1878.25,1879.2,1884.734376,204511,7019,385448912,149835,73.26,30.25,-29.3
07-Feb-25,1880.2,1921,1880.2,1902.75,1900.583365,141726,5713,269362078,75805,53.49,40.8,22.55
06-Feb-25,1920,1922.65,1900.05,1915.95,1908.035162,107219,5607,204577622,63743,59.45,22.6,-4.05
05-Feb-25,1907.9,1919.1,1894.55,1897.1,1903.838218,189137,12494,360086249,106261,56.18,24.55,-10.8
04-Feb-25,1887,1911.4,1875,1899.25,1892.423501,386977,27294,732324369,173725,44.89,36.4,12.25
03-Feb-25,1839.95,1876.5,1832.8,1863.85,1853.823857,130888,11192,242643297,45476,34.74,43.7,23.9
01-Feb-25,1873.75,1889.95,1845.2,1851.9,1865.618711,70912,4625,132294754,,,44.75,-21.85
31-Jan-25,1864.1,1896.15,1864.1,1880.05,1881.724886,218826,4982,411770330,168773,77.13,32.05,15.95
30-Jan-25,1878.95,1885.95,1844.95,1859.85,1861.163103,98815,12724,183910832,40475,40.96,41,-19.1
29-Jan-25,1838.55,1888,1838.55,1880.85,1862.982475,220194,19798,410217563,124292,56.45,49.45,42.3
28-Jan-25,1822.3,1863,1822.3,1829.15,1844.609367,366784,23629,676573202,177539,48.4,40.7,6.85
27-Jan-25,1850,1862.45,1812.9,1822.1,1841.558442,93143,5093,171528278,51481,55.27,49.55,-27.9
24-Jan-25,1865,1894.85,1864.8,1875.15,1882.442568,273838,22066,515484308,194078,70.87,30.05,10.15
23-Jan-25,1856.45,1879.5,1850.65,1864.8,1869.582839,135461,14824,253255561,62777,46.34,28.85,8.35
22-Jan-25,1806.1,1865.4,1806.1,1856.6,1840.709978,142272,7822,261881490,44594,31.34,59.3,50.5
21-Jan-25,1820,1831.85,1792.45,1799.8,1814.127136,504737,21972,915657088,91606,18.15,39.4,-20.2
20-Jan-25,1822.4,1831.6,1793.2,1813.25,1808.165289,54311,3802,98203265,18587,34.22,38.4,-9.15
17-Jan-25,1869.95,1869.95,1812.7,1815.1,1826.648814,256183,13134,467956373,98087,38.29,57.25,-54.85
16-Jan-25,1962.4,1967.75,1917.75,1926.2,1941.39796,113338,7579,220034162,42097,37.14,50,-36.2
15-Jan-25,1951.95,1957.9,1938,1949.8,1948.086688,40167,2037,78248798,16107,40.1,19.9,-2.15
14-Jan-25,1960.05,1972,1931.25,1939.3,1943.07892,215561,9876,418852035,80945,37.55,40.75,-20.75
13-Jan-25,1950.05,1982.55,1948.75,1961.8,1967.495677,140309,6978,276057351,44351,31.61,33.8,11.75
10-Jan-25,1931.55,1977,1931.55,1966.7,1959.003855,320367,21477,627600188,170327,53.17,45.45,35.15
09-Jan-25,1941.85,1952,1909.85,1917.8,1925.881826,272548,9765,524895240,165037,60.55,42.15,-24.05
08-Jan-25,1922.05,1938.95,1888.3,1933.15,1906.853264,201177,10015,383615019,127424,63.34,50.65,11.1
07-Jan-25,1938.45,1959.4,1924.4,1932.55,1932.769776,244697,17825,472942966,144228,58.94,35,-5.9
06-Jan-25,1954.65,1972.95,1927.85,1937.85,1943.539892,189323,6191,367956803,96849,51.16,45.1,-16.8
03-Jan-25,1957.45,1957.45,1922.2,1938.3,1936.104136,205298,9399,397478307,54289,26.44,35.25,-19.15
02-Jan-25,1890,1962.05,1885,1957.65,1942.293761,232274,13053,451144341,123835,53.31,77.05,67.65
01-Jan-25,1879.95,1892.1,1875,1882.65,1885.638762,180770,5519,340866919,133441,73.82,17.1,2.7
31-Dec-24,1895,1895.3,1845.7,1880.7,1867.961656,49186,3340,91877562,10136,20.61,49.6,-14.3
30-Dec-24,1916,1916,1886.45,1905.7,1901.441958,232307,9272,441718277,192828,83.01,29.55,-10.3
27-Dec-24,1915.95,1924,1904,1916.55,1909.824826,299022,11539,571079639,205918,68.86,20,0.6
26-Dec-24,1906,1920.9,1902.5,1906.2,1907.879649,294282,10000,561454639,233686,79.41,18.4,0.2
24-Dec-24,1924.15,1941.75,1900.25,1909.3,1914.282843,225966,7259,432562837,181718,80.42,41.5,-14.85
23-Dec-24,1927.15,1940.45,1909.25,1923.85,1924.992505,65647,3054,126369983,22073,33.62,31.2,-3.3
20-Dec-24,1972,1981.65,1911.25,1922.05,1932.191448,251755,11565,486438858,57519,22.85,70.4,-49.95
19-Dec-24,1939.35,1959,1921,1948.15,1938.67058,75296,4815,145974140,26244,34.85,38,8.8
18-Dec-24,1965.05,1984.45,1962.15,1978.9,1975.307508,91783,5892,181299649,50490,55.01,22.3,13.85
17-Dec-24,1970,1980.55,1959,1976.65,1972.508668,38762,2930,76458381,14518,37.45,21.55,6.65
16-Dec-24,1990.3,1999.25,1977.4,1979.65,1987.85523,73924,5623,146950210,35144,47.54,21.85,-10.65
13-Dec-24,1969.6,2006.8,1946.45,1999.85,1987.624627,182861,7583,363459027,77707,42.5,60.35,30.25
12-Dec-24,1975,1998.65,1973,1986.75,1988.980142,109677,6437,218145375,42732,38.96,25.65,11.75
11-Dec-24,1952.55,1977.55,1947.35,1968.7,1966.00912,208326,10446,409570816,118819,57.04,30.2,16.15
10-Dec-24,1930,1965,1930,1948.7,1949.241315,192342,9433,374920973,104670,54.42,35,18.7
09-Dec-24,1922.7,1930.9,1897.5,1925.3,1913.269459,122141,8117,233688645,57694,47.24,33.4,2.6
06-Dec-24,1929.8,1936.1,1913,1923.2,1921.995884,125863,6787,241908168,26757,21.26,23.1,-6.6
05-Dec-24,1900.5,1949,1889.25,1934.35,1922.046983,235468,13145,452580559,127055,53.96,59.75,33.85
04-Dec-24,1886.95,1912.9,1874.1,1890.3,1895.98141,60195,3502,114128601,14024,23.3,38.8,3.35
03-Dec-24,1880.5,1899,1872,1891.4,1889.233657,68682,2827,129756346,29716,43.27,27,10.9
02-Dec-24,1850.1,1882,1836,1879.2,1865.416562,144317,8054,269211322,70968,49.18,46,29.1
29-Nov-24,1855.35,1876.75,1845.65,1858.45,1860.059695,210152,10938,390895265,39907,18.99,31.1,3.1
28-Nov-24,1918.95,1918.95,1852.55,1857.45,1871.249857,122450,6898,229134545,49536,40.45,66.4,-61.5
27-Nov-24,1939.95,1940.65,1912.5,1924.1,1926.391516,53515,3299,103090842,17435,32.58,28.15,-15.85
26-Nov-24,1901.45,1938.7,1899.15,1921.85,1927.035375,101596,5274,195779086,35372,34.82,39.55,20.4
25-Nov-24,1910.5,1919,1882.2,1889.15,1892.066137,181895,8916,344157370,94704,52.07,36.8,-21.35
22-Nov-24,1849.35,1913.9,1834.25,1902.95,1882.78243,383445,18595,721943509,140173,36.56,79.65,53.6
21-Nov-24,1839.95,1866.6,1820.5,1834.2,1839.967529,134583,9705,247628350,51830,38.51,46.1,-5.75
19-Nov-24,1822.05,1860,1822.05,1825.55,1839.912918,92671,5864,170506570,41997,45.32,37.95,3.5
18-Nov-24,1863.95,1863.95,1795.75,1811.4,1814.466796,131100,6786,237876597,66906,51.03,68.2,-52.55
14-Nov-24,1869.65,1876.05,1856.45,1864,1865.072228,216343,14314,403495321,49152,22.72,19.6,-5.65
13-Nov-24,1865.95,1873.45,1857,1868.3,1866.731055,60793,4076,113484181,25496,41.94,16.45,2.35
12-Nov-24,1863,1881.25,1861.1,1867.95,1871.512152,73031,4101,136678404,25477,34.89,20.15,4.95
11-Nov-24,1820.55,1867.8,1820.55,1860,1852.709877,173854,11312,322101023,86537,49.78,47.25,39.45
08-Nov-24,1815.95,1840,1813.1,1831.05,1831.648435,152794,7543,279864891,44030,28.82,26.9,15.1
07-Nov-24,1819.85,1825.1,1786.65,1802.65,1805.028342,108778,7197,196347373,32218,29.62,38.45,-17.2
06-Nov-24,1765,1827,1763.5,1824.3,1756.974677,2491228,7751,4377024510,2362466,94.83,63.5,59.3
05-Nov-24,1763.75,1768.25,1745.1,1753.8,1753.9633,87084,7082,152742140,36381,41.78,23.15,-9.95
04-Nov-24,1728.95,1768.25,1718.5,1764.9,1742.13619,183170,12641,319107086,75329,41.13,49.75,35.95
01-Nov-24,1763,1766.3,1754.4,1761.6,1762.099177,16395,2210,28889616,8963,54.67,11.9,-1.4
31-Oct-24,1797,1797,1747.2,1757.15,1759.455941,272382,14317,479244128,53219,19.54,49.8,-39.85
30-Oct-24,1834.95,1839.85,1797,1801.75,1816.5943,79714,4763,144807998,29246,36.69,42.85,-33.2
29-Oct-24,1847,1851.6,1828.9,1838.75,1840.229325,83833,6388,154271945,29504,35.19,22.7,-8.25
28-Oct-24,1855.05,1881.1,1855.05,1866.25,1873.800981,176878,8051,331434170,130187,73.6,26.05,11.2
25-Oct-24,1868.75,1876,1845.65,1853.25,1859.431186,298913,19155,555808154,98937,33.1,30.35,-15.5
24-Oct-24,1872.05,1883.7,1860.1,1864.4,1866.415394,66000,3189,123183416,35763,54.19,23.6,-7.65
23-Oct-24,1842.35,1885.5,1842.35,1872.85,1872.102626,115059,5027,215402256,48530,42.18,43.15,30.5
22-Oct-24,1846.05,1877.7,1846.05,1850.95,1859.796179,67574,5907,125673867,21317,31.55,31.65,4.9
21-Oct-24,1899.4,1899.4,1838.1,1852.5,1854.214549,156295,8501,289804463,71912,46.01,61.3,-46.9
18-Oct-24,1905,1936.8,1870,1878.85,1890.71992,532991,26388,1007736701,187871,35.25,66.8,-26.15
17-Oct-24,1930,1978,1930,1969.5,1952.190718,265093,9698,517512094,133613,50.4,48,39.5
16-Oct-24,1958.95,1960.1,1916.3,1919.9,1937.195681,65346,4392,126587989,22286,34.1,43.8,-39.05
15-Oct-24,1964.95,1990.9,1952,1959.1,1961.843175,218415,7927,428495977,130197,59.61,38.9,-5.85
14-Oct-24,1934.95,1970,1933.75,1958.7,1956.907023,78170,6506,152971422,32268,41.28,36.25,23.75
11-Oct-24,1918.05,1946.9,1909.9,1935,1934.013398,219738,13195,424976236,41372,18.83,37,16.95
10-Oct-24,1969.9,1969.9,1914.25,1919.05,1935.091073,133629,8105,258584285,36480,27.3,55.65,-50.85
09-Oct-24,1951.7,1976.9,1945.5,1953.9,1963.522039,127209,7935,249777675,72257,56.8,31.4,2.2
08-Oct-24,1934.75,1957.75,1906.9,1948.5,1932.212503,303314,20462,586067103,224017,73.86,50.85,13.75
07-Oct-24,1922.05,1942.25,1915.6,1933.75,1931.293292,367272,18849,709309950,183976,50.09,26.65,11.7
04-Oct-24,1888.65,1954.1,1888.65,1918.35,1931.538124,537361,19810,1037933258,148462,27.63,65.45,29.7
03-Oct-24,1886.15,1911.95,1881.1,1893.1,1893.463545,185365,8276,350981870,111713,60.27,30.85,6.95
01-Oct-24,1876,1909,1875,1904.15,1896.432746,283922,15995,538438978,191200,67.34,34,28.15
30-Sep-24,1884.95,1900,1870,1876,1883.98149,110696,9248,208549215,51242,46.29,30,-8.95
27-Sep-24,1930,1974.65,1903.3,1907.2,1934.265665,262993,10827,508698330,59461,22.61,71.35,-22.8
26-Sep-24,1890.35,1917.35,1890.35,1899.35,1905.929672,129294,8317,246425271,64490,49.88,27,9
25-Sep-24,1893.45,1901,1877.4,1896,1890.051195,68854,3693,130137585,31457,45.69,23.6,2.55
24-Sep-24,1885,1910,1871.05,1897.8,1889.383916,114447,8025,216234321,49019,42.83,38.95,12.8
23-Sep-24,1908.55,1918,1879,1897,1894.208714,173160,8728,328001181,113289,65.42,39,-11.55
20-Sep-24,1911.25,1915,1866.95,1906.1,1896.258437,898237,28257,1703289490,147490,16.42,48.05,-5.15
19-Sep-24,1918.5,1924.2,1878.25,1894.15,1897.264057,260296,10634,493850245,127892,49.13,45.95,-24.35
18-Sep-24,1940,1940,1882,1892.35,1897.41923,269091,13487,510578438,164143,61,58,-47.65
17-Sep-24,1949.75,1958.2,1942.45,1952.65,1952.202803,70650,2380,137923128,47152,66.74,15.75,2.9
16-Sep-24,1940.25,1952,1932.45,1949.75,1945.46967,123161,6497,239605990,66700,54.16,19.55,9.5
13-Sep-24,1950.35,1958.7,1935.45,1944.3,1950.347642,300090,9679,585279824,137377,45.78,23.25,-6.05
12-Sep-24,1921.25,1956,1910.8,1950.35,1926.916489,211482,13909,407508153,111895,52.91,45.2,29.1
11-Sep-24,1913,1926,1904.85,1910.8,1917.82625,165928,6700,318221074,117210,70.64,21.15,-2.2
10-Sep-24,1905,1935,1896.6,1912.9,1923.543222,162880,7948,313306720,97979,60.15,38.4,7.9
09-Sep-24,1885.05,1920.5,1885.05,1894.7,1911.292815,221300,11332,422969100,132402,59.83,35.45,9.65
06-Sep-24,1931.15,1935.9,1896.7,1902.2,1907.259555,274994,17270,524484934,,,39.2,-28.95
