Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
29-Nov-23,3475.15,3517,3475.15,3513.1,3503.711665,98285,9376,344362301,57448,58.45,41.85,37.95
28-Nov-23,3453,3480,3431.6,3470.45,3451.067426,58924,7584,203350697,36598,62.11,48.4,17.45
24-Nov-23,3499,3504.9,3452.25,3457.6,3472.673163,365537,26628,1269390530,74167,20.29,52.65,-41.4
23-Nov-23,3539.75,3543.4,3499,3508.95,3511.485518,196038,16153,688384598,108525,55.36,44.4,-30.8
22-Nov-23,3492.05,3532.45,3481,3529.85,3509.470843,114862,12085,403104840,60499,52.67,51.45,37.8
21-Nov-23,3523,3539.4,3502,3510.3,3527.833463,48656,5370,171650265,28121,57.8,37.4,-12.7
20-Nov-23,3493.95,3533.1,3493,3519.3,3518.068385,80442,10863,283000457,53813,66.9,40.1,25.35
17-Nov-23,3518.95,3524.5,3494.05,3502.65,3513.085903,271375,23780,953363687,64193,23.65,30.45,-16.3
16-Nov-23,3467,3529,3415.5,3498,3491.666317,169895,11085,593216649,104373,61.43,113.5,31
15-Nov-23,3385.1,3413,3360,3399.3,3390.789325,128174,10535,434611031,102130,79.68,53,14.2
13-Nov-23,3350,3357,3327,3331.7,3334.093061,32989,6514,109988396,21587,65.44,30,-18.3
12-Nov-23,3359.95,3360,3340,3358.25,3357.018177,8197,1569,27517478,6264,76.42,20,-1.7
10-Nov-23,3343.95,3347,3322.35,3332.8,3331.095815,253510,17372,844466100,88382,34.86,24.65,-11.15
09-Nov-23,3391,3392.5,3343,3348.25,3365.614529,35061,3698,118001811,25705,73.32,49.5,-42.75
08-Nov-23,3377.95,3402,3371.85,3380.75,3391.29448,68334,5776,231740717,54046,79.09,30.15,2.8
07-Nov-23,3385,3404.55,3366.05,3370.1,3383.158612,38446,5345,130068916,18284,47.56,38.5,-14.9
06-Nov-23,3364,3393.65,3360,3385.35,3375.658174,14209,2051,47964727,7382,51.95,33.65,21.35
03-Nov-23,3387.4,3387.4,3345.95,3350.85,3361.017381,124559,11227,418644964,12417,9.97,41.45,-36.55
02-Nov-23,3341.55,3375,3341.55,3359.95,3364.438669,39442,5420,132700190,17129,43.43,33.45,18.4
01-Nov-23,3354.75,3371.9,3313,3332.55,3349.427149,16067,2819,53815246,10234,63.7,58.9,-22.2
31-Oct-23,3386.05,3398.3,3350.55,3368.2,3364.320496,47077,6781,158382116,21322,45.29,47.75,-17.85
30-Oct-23,3354,3382.9,3333.25,3378.95,3367.154817,17188,2274,57874657,8680,50.5,49.65,24.95
27-Oct-23,3357.9,3363.05,3338.5,3350.55,3352.955848,342615,23885,1148772968,42312,12.35,24.55,-7.35
