Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
14-October-2024,1934.95,1970.00,1933.75,1958.70,1956.907023154662914161,78170,6506,152971422.00,32268,41.28,36.25,23.75
11-October-2024,1918.05,1946.90,1909.90,1935.00,1934.013397773712330138,219738,13195,424976236.00,41372,18.83,37.00,16.95
10-October-2024,1969.90,1969.90,1914.25,1919.05,1935.091073045521555949,133629,8105,258584285.00,36480,27.30,55.65,-50.85
9-October-2024,1951.70,1976.90,1945.50,1953.90,1963.522038535009315378,127209,7935,249777675.00,72257,56.80,31.40,2.20
8-October-2024,1934.75,1957.75,1906.90,1948.50,1932.212502555107907976,303314,20462,586067103.00,224017,73.86,50.85,13.75
7-October-2024,1922.05,1942.25,1915.60,1933.75,1931.293292164934980069,367272,18849,709309950.00,183976,50.09,26.65,11.70
4-October-2024,1888.65,1954.10,1888.65,1918.35,1931.538124277720191826,537361,19810,1037933258.00,148462,27.63,65.45,29.70
3-October-2024,1886.15,1911.95,1881.10,1893.10,1893.463544897904135084,185365,8276,350981870.00,111713,60.27,30.85,6.95
1-October-2024,1876.00,1909.00,1875.00,1904.15,1896.432745613231803100,283922,15995,538438978.00,191200,67.34,34.00,28.15
30-September-2024,1884.95,1900.00,1870.00,1876.00,1883.981489846064898460,110696,9248,208549215.00,51242,46.29,30.00,-8.95
27-September-2024,1930.00,1974.65,1903.30,1907.20,1934.265664865604787960,262993,10827,508698330.00,59461,22.61,71.35,-22.80
26-September-2024,1890.35,1917.35,1890.35,1899.35,1905.929671910529490927,129294,8317,246425271.00,64490,49.88,27.00,9.00
25-September-2024,1893.45,1901.00,1877.40,1896.00,1890.051195282772242716,68854,3693,130137585.00,31457,45.69,23.60,2.55
24-September-2024,1885.00,1910.00,1871.05,1897.80,1889.383915698969828829,114447,8025,216234321.00,49019,42.83,38.95,12.80
23-September-2024,1908.55,1918.00,1879.00,1897.00,1894.208714483714483714,173160,8728,328001181.00,113289,65.42,39.00,-11.55
20-September-2024,1911.25,1915.00,1866.95,1906.10,1896.258437361186412940,898237,28257,1703289490.00,147490,16.42,48.05,-5.15
